normalized_id,place_id,place_name,place_category,platform,source_record_id,content_text,rating,content_created_at,author_id_or_name,engagement_count,normalized_engagement,language,quality_score,is_useful,sentiment_score,content_latitude,content_longitude,media_latitude,media_longitude,photo_count,video_count,image_count,media_count,service_score,price_score,scenery_score,crowded_score,food_drink_score,cleanliness_score,location_score,risk_flags,risk_flag_count,has_risk_flag,scraped_at,author_key,record_date,scraped_date,place_lat,place_lng,layer1_duplicate_location,layer1_rating_spike,layer1_category_specialist,layer1_media_gps_verified,layer1_community_interaction,layer1_geo_verified,trust_score_layer1,trust_flags_layer1,trust_flag_count_layer1,translation_source_lang,translation_applied,translated_text_vi,translation_model,nlp_text_used,nlp_word_count,nlp_emoji_ratio,nlp_lexical_diversity,nlp_specificity_score,nlp_adjective_density,nlp_adjective_source,nlp_seeding_detected,nlp_repetitive_template,nlp_embedding_similarity,nlp_embedding_source,nlp_sentiment_rating_mismatch,nlp_temporal_mismatch,nlp_temporal_terms,nlp_ai_applied,nlp_ai_sentiment_score,nlp_ai_sentiment_label,nlp_ner_entity_count,trust_score_layer2,trust_flags_layer2,trust_flag_count_layer2,intermediate_trust_score,crosscheck_applied,crosscheck_sentiment_gap,crosscheck_rating_gap,crosscheck_topic_overlap_ratio,crosscheck_platform_gap,crosscheck_engagement_percentile,crosscheck_temporal_spike,trust_score_layer3,trust_flags_layer3,trust_flag_count_layer3,final_trust_score,consistency_score,review_flag,trust_level
69c37bb9a0ed022ac9de4d023098a2773c61cb7b0df2fb4162e35927c53ed375,dalat_002,Horizon Coffee Da Lat,Quán cà phê,tiktok,5ef823b26f518ec30644445ce41e2f92f5a5da83da71274a7ef1d1d498f87a78,đà lạt nói thật đồ ăn nấu ko ngon,0.0,2026-05-04T05:28:35+00:00,,3,0.9211,en,0.5,True,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0,,0,False,2026-05-23T19:54:55.078018+00:00,,2026-05-04 05:28:35+00:00,2026-05-23 19:54:55.078018+00:00,11.9238342,108.4483607,True,False,False,False,False,False,-0.1,layer1_duplicate_location,1,vi,False,,,đà lạt nói thật đồ ăn nấu ko ngon,9,0.0,1.0,0.25,0.25,underthesea,False,False,0.42,sentence_transformers,0.0,False,,True,0.9726,POS,4,0.1,high_lexical_diversity|ner_specific_entity,2,0.5,True,0.5093,0.0,0.6667,False,0.9211,True,-0.18,engagement_outlier|temporal_spike,2,0.5,-0.18,normal,medium
1cfb14693c63b65f212cdabc8ef52690650c754e32002ad672bfb9cdf1b3c289,dalat_002,Horizon Coffee Da Lat,Quán cà phê,tiktok,ed5bc5fe4edb96b17da00d155225eb0ee62d67b4832ba1298730926237d111d2,"Đẹp ạ , cho mình ké , homestay nguyên căn 3 phòng đơn (6 -8 khách ) ngay trung tâm đà lạt , view đẹp , full kính lớn 1tr5 ạ m.n tham khảo nha zl 0359867397",0.0,2026-05-22T05:49:24+00:00,,0,0.3333,en,0.7,True,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3333,0.6667,0.0,0.3333,0.0,0.0,,0,False,2026-05-23T19:54:55.078018+00:00,,2026-05-22 05:49:24+00:00,2026-05-23 19:54:55.078018+00:00,11.9238342,108.4483607,True,False,False,False,False,False,-0.1,layer1_duplicate_location,1,vi,False,,,"Đẹp ạ , cho mình ké , homestay nguyên căn 3 phòng đơn (6 -8 khách ) ngay trung tâm đà lạt , view đẹp , full kính lớn 1tr5 ạ m.n tham khảo nha zl 0359867397",32,0.0,0.9375,0.75,0.0769,underthesea,False,False,0.5709,sentence_transformers,0.0,False,,False,,,0,0.23,long_text|specific_content|high_lexical_diversity,3,0.63,True,0.5093,0.0,1.0,False,0.3333,True,-0.05,topic_consistent|temporal_spike,2,0.63,-0.05,normal,medium
9e05e7502e957b3f00a38992e173ce41a85cac3d09135360a5826772755c8fae,dalat_002,Horizon Coffee Da Lat,Quán cà phê,tiktok,2bc2fd249460817508ad08679208f910a89f19342324fb56f4e6cf34c57f6ef2,"59k được 1 món mặn thôi, thêm dĩa trứng 16k nữa, cf muối 60k nói chung trải nghiệm tệ, thịt nhạt, cơm nhão nhẹt. Lên thiếu món phải đợi lâu, thiếu đũa thiếu thìa. Bàn bên cạnh có order thịt gà nhưng ăn tới cuối buổi vẫn chưa có full món 🤣🤣",0.0,2026-04-30T10:30:53+00:00,,15,1.0,en,0.7,True,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3333,0.3333,0.0,0.0,0.6667,0.0,0.0,,0,False,2026-05-23T19:54:55.078018+00:00,,2026-04-30 10:30:53+00:00,2026-05-23 19:54:55.078018+00:00,11.9238342,108.4483607,True,False,False,False,False,False,-0.1,layer1_duplicate_location,1,vi,False,,,"59k được 1 món mặn thôi, thêm dĩa trứng 16k nữa, cf muối 60k nói chung trải nghiệm tệ, thịt nhạt, cơm nhão nhẹt. Lên thiếu món phải đợi lâu, thiếu đũa thiếu thìa. Bàn bên cạnh có order thịt gà nhưng ăn tới cuối buổi vẫn chưa có full món 🤣🤣",51,0.0084,0.8824,1.0,0.0508,underthesea,False,False,0.6545,sentence_transformers,0.0,False,,False,,,0,0.31,long_text|specific_content|high_lexical_diversity|credible_negative,4,0.71,True,1.4907,0.0,0.6667,False,1.0,True,-0.13,topic_consistent|engagement_outlier|temporal_spike,3,0.71,-0.13,normal,high
fcdadfe11c74e37f1d1a24f4cf9afa57498af2b5bf65cc30e28e1c3ac59284de,dalat_002,Horizon Coffee Da Lat,Quán cà phê,tiktok,04ee50d8e27f41be974c00852e129cc979fb13e650326adccda40a573df21692,"Xem kĩ trong clip nói rõ b : 59k là 5 món: 1 mặn, 1 xào, 1 rau salad, 1 canh, 1 tráng . Còn trên clip mình đi gia đình nên gọi thêm vài món mặn tính thêm nha mọi người",0.0,2026-04-28T05:33:22+00:00,,0,0.3333,en,0.7,True,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.6667,0.3333,0.0,0.3333,0.0,0.0,,0,False,2026-05-23T19:54:55.078018+00:00,,2026-04-28 05:33:22+00:00,2026-05-23 19:54:55.078018+00:00,11.9238342,108.4483607,True,False,False,False,False,False,-0.1,layer1_duplicate_location,1,vi,False,,,"Xem kĩ trong clip nói rõ b : 59k là 5 món: 1 mặn, 1 xào, 1 rau salad, 1 canh, 1 tráng . Còn trên clip mình đi gia đình nên gọi thêm vài món mặn tính thêm nha mọi người",41,0.0,0.8049,0.5,0.0435,underthesea,False,False,0.965,sentence_transformers,0.0,False,,True,0.9022,POS,0,0.03,high_embedding_similarity|long_text|specific_content|high_lexical_diversity,4,0.43,True,0.5093,0.0,1.0,False,0.3333,True,-0.05,topic_consistent|temporal_spike,2,0.43,-0.05,normal,medium
9108299d895e8c457d41e57fea01a909610a605dffbc19773ee877df799f0ba0,dalat_002,Horizon Coffee Da Lat,Quán cà phê,tiktok,8255fc95c161a609dc46f7a011682b1ea41b078feb47db9d66536d6f79e7e525,Quán đl nhiều quán đẹp . Mà mỗi tội đi oto lên phải thuê xe máy đi chứ đường toàn len lõi mới đến quán đc 🥺,0.0,2026-05-13T07:52:56+00:00,,0,0.3333,en,0.7,True,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,,0,False,2026-05-23T19:54:55.078018+00:00,,2026-05-13 07:52:56+00:00,2026-05-23 19:54:55.078018+00:00,11.9238342,108.4483607,True,False,False,False,False,False,-0.1,layer1_duplicate_location,1,vi,False,,,Quán đl nhiều quán đẹp . Mà mỗi tội đi oto lên phải thuê xe máy đi chứ đường toàn len lõi mới đến quán đc 🥺,26,0.0093,0.8077,0.5,0.08,underthesea,False,False,0.5531,sentence_transformers,0.0,False,,True,0.9639,POS,2,0.15,specific_content|high_lexical_diversity,2,0.55,True,0.5093,0.0,0.0,False,0.3333,True,-0.2,low_topic_overlap|temporal_spike,2,0.55,-0.2,normal,medium
b74265e4b7f35fb600101648995d221566064cad32eae8bcfdf3284aa78fc8c6,dalat_002,Horizon Coffee Da Lat,Quán cà phê,tiktok,43b5d3e578068d05f140765d659f03b1483cbeedb4e2a84fcd2b150480fb7f39,Quán này đẹp nhưng tui nói cái dốc nó kinh dị đã dốc chúi còn xa nửa. Đi oto hay xe máy đều rén. Nhưng quán view rất đẹp. Đồ ăn cũng tạm. Nhưng nếu ai sợ dốc dộ cao thì bỏ qua nha.,0.0,2026-05-23T04:49:55+00:00,,0,0.3333,en,0.7,True,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3333,0.3333,0.0,0.3333,0.0,0.3333,,0,False,2026-05-23T19:54:55.078018+00:00,,2026-05-23 04:49:55+00:00,2026-05-23 19:54:55.078018+00:00,11.9238342,108.4483607,True,False,False,False,False,False,-0.1,layer1_duplicate_location,1,vi,False,,,Quán này đẹp nhưng tui nói cái dốc nó kinh dị đã dốc chúi còn xa nửa. Đi oto hay xe máy đều rén. Nhưng quán view rất đẹp. Đồ ăn cũng tạm. Nhưng nếu ai sợ dốc dộ cao thì bỏ qua nha.,44,0.0,0.8409,0.25,0.0909,underthesea,False,False,0.6632,sentence_transformers,0.0,False,,True,0.7268,POS,0,0.13,long_text|high_lexical_diversity,2,0.53,True,0.5093,0.0,1.0,False,0.3333,True,-0.05,topic_consistent|temporal_spike,2,0.53,-0.05,normal,medium
5d2de0c1ccb547af27f14c797a4ff1b988da5c9157de624697a38f8bdcf924e4,dalat_002,Horizon Coffee Da Lat,Quán cà phê,tiktok,fbe2bc0432e7ad2a2a48036a63b2bd2c593f36c3ded9447cbac1ef81b3d5a670,"Trải nghiệm tệ 😂😂, k gọi thêm nước uống riêng, xác định ăn xong là nhịn khát",0.0,2026-05-11T06:55:29+00:00,,1,0.7544,en,0.7,True,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0,,0,False,2026-05-23T19:54:55.078018+00:00,,2026-05-11 06:55:29+00:00,2026-05-23 19:54:55.078018+00:00,11.9238342,108.4483607,True,False,False,False,False,False,-0.1,layer1_duplicate_location,1,vi,False,,,"Trải nghiệm tệ 😂😂, k gọi thêm nước uống riêng, xác định ăn xong là nhịn khát",16,0.0263,1.0,0.25,0.0,underthesea,False,False,0.459,sentence_transformers,0.0,False,,True,-0.9877,NEG,0,0.05,high_lexical_diversity,1,0.45,True,0.4907,0.0,0.6667,False,0.7544,True,-0.05,topic_consistent|temporal_spike,2,0.45,-0.05,normal,medium
1ff2e76f57dca121dc1d909b51c29efea629321c2a1bcc2f83d19a4e345434ad,dalat_002,Horizon Coffee Da Lat,Quán cà phê,tiktok,8b6fb7a14d4e12858e6bc088dba52dfd4b55346f70559d216b7fd82bba14d865,"Đúng, rau củ trái tự trồng dc mà mắc như quỷ,chặt chém kiểu ăn trên đầu trên cổ người ta, kiểu ăn cướp",0.0,2026-04-29T15:17:09+00:00,,10,0.9649,en,0.7,True,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,,0,False,2026-05-23T19:54:55.078018+00:00,,2026-04-29 15:17:09+00:00,2026-05-23 19:54:55.078018+00:00,11.9238342,108.4483607,True,False,False,False,False,False,-0.1,layer1_duplicate_location,1,vi,False,,,"Đúng, rau củ trái tự trồng dc mà mắc như quỷ,chặt chém kiểu ăn trên đầu trên cổ người ta, kiểu ăn cướp",24,0.0,0.875,0.0,0.0741,underthesea,False,False,0.392,sentence_transformers,0.0,False,,True,-0.9876,NEG,0,0.05,high_lexical_diversity,1,0.45,True,1.4907,0.0,0.3333,False,0.9649,True,-0.43,high_sentiment_deviation|low_topic_overlap|engagement_outlier|temporal_spike,4,0.45,-0.43,outlier,medium
99c9d1b4ce9290c15befa6c9073005417ed5ac4b9226b1814c2dff109cad37ed,dalat_002,Horizon Coffee Da Lat,Quán cà phê,tiktok,e1f7272b66d8f9bfbbedfdd1f85ad064ea1f7f67d7d6995dabe63f75df26623a,kk. hên không nghe. Có người bảo cơm lá chuối ngon...mà ngon thiệt 😅,0.0,2026-05-11T07:38:30+00:00,,0,0.3333,en,0.7,True,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,,0,False,2026-05-23T19:54:55.078018+00:00,,2026-05-11 07:38:30+00:00,2026-05-23 19:54:55.078018+00:00,11.9238342,108.4483607,True,False,False,False,False,False,-0.1,layer1_duplicate_location,1,vi,False,,,kk. hên không nghe. Có người bảo cơm lá chuối ngon...mà ngon thiệt 😅,13,0.0147,1.0,0.5,0.1765,underthesea,False,False,0.3942,sentence_transformers,0.0,False,,True,0.9921,POS,0,0.15,specific_content|high_lexical_diversity,2,0.55,True,0.5093,0.0,0.3333,False,0.3333,True,-0.2,low_topic_overlap|temporal_spike,2,0.55,-0.2,normal,medium
a0f84638e465f6e39474f9d637e09375bfceae4df98463aef2732291b36674b0,dalat_002,Horizon Coffee Da Lat,Quán cà phê,facebook,cec01c82cca2c083953d52c2179d0016d45d6c606a49fccd7457c7efa5822b56,thấy cái bang hiệu là phản quất rồi bỏ dan ta ko co tiếng Việt ko co ngôn ngu rieng xao bạn muốn lấy ngôn ngữ nào cũng được nhưng chỉ la di kèm phía sau hoặc dưới chứ dòng đầu tien phải tiếng Việt nha,0.0,2025-08-31T23:17:01+00:00,,0,0.3393,en,0.75,True,-1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3333,0.3333,0.0,0.0,0.3333,0.3333,,0,False,2026-05-23T20:10:05.987990+00:00,,2025-08-31 23:17:01+00:00,2026-05-23 20:10:05.987990+00:00,11.9238342,108.4483607,True,False,False,False,False,False,-0.1,layer1_duplicate_location,1,vi,False,,,thấy cái bang hiệu là phản quất rồi bỏ dan ta ko co tiếng Việt ko co ngôn ngu rieng xao bạn muốn lấy ngôn ngữ nào cũng được nhưng chỉ la di kèm phía sau hoặc dưới chứ dòng đầu tien phải tiếng Việt nha,46,0.0,0.8478,0.5,0.0,underthesea,False,False,0.3847,sentence_transformers,0.0,False,,True,-0.9882,NEG,4,0.26,long_text|high_lexical_diversity|ner_specific_entity|credible_negative,4,0.66,True,1.4907,0.0,0.6667,False,0.3393,True,-0.05,topic_consistent|temporal_spike,2,0.66,-0.05,normal,high
