normalized_id,place_id,place_name,place_category,platform,source_record_id,content_text,rating,content_created_at,author_id_or_name,engagement_count,normalized_engagement,language,quality_score,is_useful,sentiment_score,content_latitude,content_longitude,media_latitude,media_longitude,photo_count,video_count,image_count,media_count,service_score,price_score,scenery_score,crowded_score,food_drink_score,cleanliness_score,location_score,risk_flags,risk_flag_count,has_risk_flag,scraped_at,author_key,record_date,scraped_date,place_lat,place_lng,layer1_duplicate_location,layer1_rating_spike,layer1_category_specialist,layer1_media_gps_verified,layer1_community_interaction,layer1_geo_verified,trust_score_layer1,trust_flags_layer1,trust_flag_count_layer1,translation_source_lang,translation_applied,translated_text_vi,translation_model,nlp_text_used,nlp_word_count,nlp_emoji_ratio,nlp_lexical_diversity,nlp_specificity_score,nlp_adjective_density,nlp_adjective_source,nlp_seeding_detected,nlp_repetitive_template,nlp_embedding_similarity,nlp_embedding_source,nlp_sentiment_rating_mismatch,nlp_temporal_mismatch,nlp_temporal_terms,nlp_ai_applied,nlp_ai_sentiment_score,nlp_ai_sentiment_label,nlp_ner_entity_count,trust_score_layer2,trust_flags_layer2,trust_flag_count_layer2,intermediate_trust_score,crosscheck_applied,crosscheck_sentiment_gap,crosscheck_rating_gap,crosscheck_topic_overlap_ratio,crosscheck_platform_gap,crosscheck_engagement_percentile,crosscheck_temporal_spike,trust_score_layer3,trust_flags_layer3,trust_flag_count_layer3,final_trust_score,consistency_score,review_flag,trust_level
3b39cf60f6e5ee1de131ac596ad4ac3af7560db17b632ddc22690dd64d9f92cf,dalat_002,Horizon Coffee Da Lat,Quán cà phê,google_maps,fd272a88856e2b96e51ba4e5d2e05c5ccb1b242138a2093128d79119b0f623ec,"Một địa chỉ nghỉ ngơi trong lúc chờ di chuyển rời khỏi Đà lạt hoặc vừa mới đến Đà Lạt vì nằm gần Bến xe. Không gian khá rộng và làm theo kiểu công nghiệp với dịch vụ lưu trú, coffee và ăn trưa. Nhân viên ở mức trung bình và đa phần là trẻ nên cũng không thể kỳ vọng họ phục vụ chu đáo.",4.0,2026-05-18T07:30:34.141000+00:00,104119308621719249808,0,0.495,,0.9,True,0.85,0.0,0.0,0.0,0.0,0,0,0,0,0.6667,1.0,0.3333,0.0,0.3333,0.0,1.0,,0,False,2026-05-22T22:07:45.182820+00:00,104119308621719249808,2026-05-18 07:30:34.141000+00:00,2026-05-22 22:07:45.182820+00:00,11.9238342,108.4483607,False,False,False,False,False,False,0.0,,0,vi,False,,,"Một địa chỉ nghỉ ngơi trong lúc chờ di chuyển rời khỏi Đà lạt hoặc vừa mới đến Đà Lạt vì nằm gần Bến xe. Không gian khá rộng và làm theo kiểu công nghiệp với dịch vụ lưu trú, coffee và ăn trưa. Nhân viên ở mức trung bình và đa phần là trẻ nên cũng không thể kỳ vọng họ phục vụ chu đáo.",66,0.0,0.8939,0.75,0.0962,underthesea,False,False,0.5678,sentence_transformers,0.35,False,,False,,,0,0.23,long_text|specific_content|high_lexical_diversity,3,0.73,True,0.3593,0.485,1.0,False,0.495,False,0.13,rating_consistent|topic_consistent,2,0.73,0.13,normal,high
78af038a12d2213c5ab4285693d00af05b72cdb90a202555df1d21f583532cf4,dalat_002,Horizon Coffee Da Lat,Quán cà phê,google_maps,91fcc07b630eff4552f8d98c2b44b223f3c92bc1bcb46ed271157b06cc1f86fd,버스터미널에서 내리고 호텔 체크인 시간까지 많이 남았다면 여기서 커피와 멋진 풍경을 즐기면서 쉬다가세요 적극 추천합니다 너무 좋아요,5.0,2026-05-14T08:53:24.540000+00:00,110724717985430903492,0,0.495,,0.9,True,0.6,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,False,2026-05-22T22:07:45.182820+00:00,110724717985430903492,2026-05-14 08:53:24.540000+00:00,2026-05-22 22:07:45.182820+00:00,11.9238342,108.4483607,False,False,False,False,False,False,0.0,,0,ko,True,"Nếu bạn rời khỏi nhà ga và còn nhiều thời gian để check-in tại khách sạn, hãy nghỉ ngơi và thưởng thức cà phê và khung cảnh tuyệt vời ở đây.",facebook/nllb-200-distilled-600M,"Nếu bạn rời khỏi nhà ga và còn nhiều thời gian để check-in tại khách sạn, hãy nghỉ ngơi và thưởng thức cà phê và khung cảnh tuyệt vời ở đây.",31,0.0,0.9355,0.25,0.08,underthesea,False,False,0.6232,sentence_transformers,0.0072,False,,True,0.9928,POS,0,0.13,long_text|high_lexical_diversity,2,0.63,True,0.1093,0.515,0.0,False,0.495,False,-0.02,sentiment_consistent|low_topic_overlap,2,0.63,-0.02,normal,medium
73ce476ca151739c021b8d511f017c336d72c5a34bfd71f7ccce7b9ccc09ac7d,dalat_002,Horizon Coffee Da Lat,Quán cà phê,google_maps,c822e93490c01faba00d8db4301a2653efe8bbdc766502f95869aadcc572b661,"Quán gần đèo Prenn nên khá dễ đi. Quán khá rộng. Có view đồi thông rất đẹp. Nếu view này nước 60-70k 1 ly cũng được. Có điều quán nên đổi gu nhạc. Nhạc nên du dương , nhẹ nhàng sẽ phù hợp với không gian quán hơn. Nhạc hiện hơi dở và không hợp á",5.0,2026-05-01T09:26:34.225000+00:00,117640978334357551562,0,0.495,,0.9,True,0.6,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.6667,0.0,0.3333,0.0,0.6667,,0,False,2026-05-22T22:07:45.182820+00:00,117640978334357551562,2026-05-01 09:26:34.225000+00:00,2026-05-22 22:07:45.182820+00:00,11.9238342,108.4483607,False,False,False,False,False,False,0.0,,0,vi,False,,,"Quán gần đèo Prenn nên khá dễ đi. Quán khá rộng. Có view đồi thông rất đẹp. Nếu view này nước 60-70k 1 ly cũng được. Có điều quán nên đổi gu nhạc. Nhạc nên du dương , nhẹ nhàng sẽ phù hợp với không gian quán hơn. Nhạc hiện hơi dở và không hợp á",55,0.0,0.7818,0.75,0.125,underthesea,False,False,0.7247,sentence_transformers,0.4,False,,False,,,0,0.23,long_text|specific_content|high_lexical_diversity,3,0.73,True,0.1093,0.515,1.0,False,0.495,False,0.13,sentiment_consistent|topic_consistent,2,0.73,0.13,normal,high
697c37250567d161b13aa534e0af801507ecace4abd5dd0f6cd653c8830ed0f4,dalat_002,Horizon Coffee Da Lat,Quán cà phê,google_maps,6ed8a089c1802a2c5496e64f2b8521fbd766ead47ffbf8a52623efe06f09bcda,"Tuần vừa rồi mình có chuyến đi lên đà lạt và lưu trú tại đây, anh chủ và nhân viên thân thiện nhiệt tình và hỗ trợ bọn mình. View quán rất yên tĩnh và đẹp. Nếu có dịp quay lại đà lạt mình sẽ tiếp tục thuê phòng ở đây",5.0,2026-04-30T14:59:09.897000+00:00,112636317353447740789,0,0.495,,0.65,True,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0,,0,False,2026-05-22T22:07:45.182820+00:00,112636317353447740789,2026-04-30 14:59:09.897000+00:00,2026-05-22 22:07:45.182820+00:00,11.9238342,108.4483607,False,False,False,False,False,False,0.0,,0,vi,False,,,"Tuần vừa rồi mình có chuyến đi lên đà lạt và lưu trú tại đây, anh chủ và nhân viên thân thiện nhiệt tình và hỗ trợ bọn mình. View quán rất yên tĩnh và đẹp. Nếu có dịp quay lại đà lạt mình sẽ tiếp tục thuê phòng ở đây",51,0.0,0.8235,0.5,0.0465,underthesea,False,False,0.571,sentence_transformers,0.0,False,,False,,,0,0.28,long_text|specific_content|high_lexical_diversity|sentiment_matches_rating,4,0.78,True,0.5093,0.515,0.3333,False,0.495,False,-0.1,low_topic_overlap,1,0.78,-0.1,normal,high
57a29516aa24a40ab5c3ba2aca2cd794260a21cbf22e9384cc636552624f34e0,dalat_002,Horizon Coffee Da Lat,Quán cà phê,google_maps,85b3eac9324e26606bd14d51365ab6cec85487ff9b0ecb56667e4359a1a7ea34,"Nước với view đỉnh cao, bãi giữ xe rộng rãi có bãi cho oto có phòng để book ở lại",5.0,2026-04-27T10:18:49.799000+00:00,112250039851019260011,0,0.495,,0.8,True,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3333,0.6667,0.0,0.3333,0.0,0.3333,,0,False,2026-05-22T22:07:45.182820+00:00,112250039851019260011,2026-04-27 10:18:49.799000+00:00,2026-05-22 22:07:45.182820+00:00,11.9238342,108.4483607,False,False,False,False,False,False,0.0,,0,vi,False,,,"Nước với view đỉnh cao, bãi giữ xe rộng rãi có bãi cho oto có phòng để book ở lại",20,0.0,0.9,0.5,0.1053,underthesea,False,False,0.4978,sentence_transformers,0.0,False,,False,,,0,0.2,specific_content|high_lexical_diversity|sentiment_matches_rating,3,0.7,True,0.5093,0.515,1.0,False,0.495,False,0.05,topic_consistent,1,0.7,0.05,normal,high
ef194888dbabed8cb23bef51785a73f9a828f716e75de2dccfd6a1dcfa1b8aa7,dalat_002,Horizon Coffee Da Lat,Quán cà phê,google_maps,a29adde0710f12064790da3d9c2dc5dbacbcd0e1a2598847f7f3aa12279459be,"Nice view, nice staff, good coffee and food",5.0,2026-04-25T08:03:12.030000+00:00,110383519941963796067,0,0.495,,0.9,True,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3333,0.0,0.3333,0.0,0.6667,0.0,0.0,,0,False,2026-05-22T22:07:45.182820+00:00,110383519941963796067,2026-04-25 08:03:12.030000+00:00,2026-05-22 22:07:45.182820+00:00,11.9238342,108.4483607,False,False,False,False,False,False,0.0,,0,en,True,"Nhìn cảnh đẹp, nhân viên tốt, cà phê và thức ăn tốt",facebook/nllb-200-distilled-600M,"Nhìn cảnh đẹp, nhân viên tốt, cà phê và thức ăn tốt",12,0.0,0.9167,0.25,0.2727,underthesea,False,False,0.6519,sentence_transformers,0.0071,False,,True,0.9929,POS,0,0.02,adjective_heavy|high_lexical_diversity|sentiment_matches_rating,3,0.52,True,0.5093,0.515,0.6667,False,0.495,False,0.05,topic_consistent,1,0.52,0.05,normal,medium
149da12b6a3d03c089051334499e929fb58599460b845edb1b80e849eeb02368,dalat_002,Horizon Coffee Da Lat,Quán cà phê,google_maps,1a108b1060f433bd11a77004b70514869c9e49fdafaf6c6a5b357c86eee6b150,Good place for valley view,4.0,2026-04-19T14:58:45.886000+00:00,110258069923558145540,0,0.495,,0.73,True,0.85,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,,0,False,2026-05-22T22:07:45.182820+00:00,110258069923558145540,2026-04-19 14:58:45.886000+00:00,2026-05-22 22:07:45.182820+00:00,11.9238342,108.4483607,False,False,False,False,False,False,0.0,,0,en,True,Địa điểm tốt cho tầm nhìn về thung lũng,facebook/nllb-200-distilled-600M,Địa điểm tốt cho tầm nhìn về thung lũng,9,0.0,1.0,0.0,0.1429,underthesea,False,False,0.5023,sentence_transformers,0.4729,False,,True,0.9729,POS,0,0.05,high_lexical_diversity,1,0.55,True,0.3593,0.485,0.3333,False,0.495,False,-0.1,low_topic_overlap,1,0.55,-0.1,normal,medium
9987dda51fdbc3569da10bfe87cc3effe10212df3fd6998dfc06634f9f38a25b,dalat_002,Horizon Coffee Da Lat,Quán cà phê,google_maps,600f2d85ddf030e96259a89d7d343a9d6efec49f3578ea55380c831c91958db8,Very beautiful place. I have been today. The view was amazing The staff is very friendly Coffee was not my taste Next time will order different drink Highly recommend to visit in Dalat,5.0,2026-04-13T13:50:03.842000+00:00,108334342364482748003,0,0.495,,0.8,True,0.5333,0.0,0.0,0.0,0.0,0,0,0,0,0.6667,0.6667,0.3333,0.0,1.0,0.0,0.0,,0,False,2026-05-22T22:07:45.182820+00:00,108334342364482748003,2026-04-13 13:50:03.842000+00:00,2026-05-22 22:07:45.182820+00:00,11.9238342,108.4483607,False,False,False,False,False,False,0.0,,0,en,True,Địa điểm rất đẹp. Tôi đã đến hôm nay. khung cảnh là tuyệt vời nhân viên rất thân thiện cà phê không phải là hương vị của tôi lần sau sẽ đặt hàng đồ uống khác rất khuyên bạn nên ghé thăm Dalat,facebook/nllb-200-distilled-600M,Địa điểm rất đẹp. Tôi đã đến hôm nay. khung cảnh là tuyệt vời nhân viên rất thân thiện cà phê không phải là hương vị của tôi lần sau sẽ đặt hàng đồ uống khác rất khuyên bạn nên ghé thăm Dalat,43,0.0,0.907,0.75,0.1389,underthesea,False,False,0.6478,sentence_transformers,0.4667,False,,False,,,0,0.23,long_text|specific_content|high_lexical_diversity,3,0.73,True,0.0426,0.515,1.0,False,0.495,False,0.13,sentiment_consistent|topic_consistent,2,0.73,0.13,normal,high
880eeb739dd4b807fdece8e13a81f0c5256f0f8c2dbb7dccc6e9de20eaf43335,dalat_002,Horizon Coffee Da Lat,Quán cà phê,google_maps,8c1a21f52cca92c25f898f069f71817f7d062459c173b64172aae11eb65ee225,"Кофе ужасный, фобо просто с резиновым мясом , хуже еды и кофе не найти",1.0,2026-04-12T03:23:40.377000+00:00,112000562945774983057,0,0.495,,0.9,True,-0.6,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,False,2026-05-22T22:07:45.182820+00:00,112000562945774983057,2026-04-12 03:23:40.377000+00:00,2026-05-22 22:07:45.182820+00:00,11.9238342,108.4483607,False,True,False,False,False,False,-0.05,layer1_rating_spike,1,ru,True,"Cà phê thật kinh khủng, phô-bô chỉ với thịt cao su, tệ hơn cả thức ăn và cà phê.",facebook/nllb-200-distilled-600M,"Cà phê thật kinh khủng, phô-bô chỉ với thịt cao su, tệ hơn cả thức ăn và cà phê.",19,0.0,0.8947,0.5,0.1176,underthesea,False,False,0.4985,sentence_transformers,0.0126,False,,True,-0.9874,NEG,0,0.23,specific_content|high_lexical_diversity|credible_negative,3,0.68,True,1.0907,3.485,0.0,False,0.495,False,-0.25,high_rating_deviation|low_topic_overlap,2,0.68,-0.25,outlier,high
023235fc98eb7a4c25761c1e6d7153831b2758c4a7a0ca02e126610e1e71c4de,dalat_002,Horizon Coffee Da Lat,Quán cà phê,google_maps,83a68566fb6d319d4c88a12208514229a3c742d71c50b6be0da885fe72f2c848,+1 quán checkin trong list đến DaLat nha mng,4.0,2026-03-30T15:50:45.291000+00:00,103896279758717763352,0,0.495,,0.9,True,0.85,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3333,0.3333,0.0,0.0,0.0,0.0,,0,False,2026-05-22T22:07:45.182820+00:00,103896279758717763352,2026-03-30 15:50:45.291000+00:00,2026-05-22 22:07:45.182820+00:00,11.9238342,108.4483607,False,False,False,False,False,False,0.0,,0,vi,False,,,+1 quán checkin trong list đến DaLat nha mng,9,0.0,1.0,0.5,0.0,underthesea,False,False,0.5955,sentence_transformers,0.4908,False,,True,0.9908,POS,3,0.15,specific_content|high_lexical_diversity,2,0.65,True,0.3593,0.485,0.6667,False,0.495,False,0.0,,0,0.65,0.0,normal,high
